dur,full_data,id,net_family,net_type,normalized,optimizer,pretrained,train_acc,train_f1,train_loss,train_precision,train_recall,train_roc_auc,valid_acc,valid_f1,valid_loss,valid_precision,valid_recall,valid_roc_auc,x
365.6765377521515,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.8822122486081128,0.8530231173305545,0.28660242550820875,0.8626919602529358,0.8435686043577016,0.9473646803038194,0.6833996136802636,0.3747980613893377,NA,0.9302740031187346,0.2346726608597921,0.6113653269960921,2.0
363.3730092048645,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.901681627087831,0.8770024590979517,0.2462303188856644,0.8892764485442491,0.8650626735088752,0.9605268122542416,0.8088853539370526,0.7252352326189231,NA,0.8662296105517834,0.6237145265524023,0.7791598195524316,3.0
388.3393769264221,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.913095102829224,0.891608267730484,0.22196598146709715,0.9012964687343312,0.8821261321892263,0.9677524881086552,0.8307465060788547,0.8196522834035546,NA,0.7201208356380037,0.9511098623208768,0.850068475609122,4.0
377.25903153419495,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9216509487558232,0.9022310129947468,0.20210142316106852,0.9124973112497312,0.8921931521830572,0.9730286008662308,0.8728780820361323,0.8561361999794259,NA,0.7892740291147043,0.9353751053666759,0.8829107499362947,5.0
390.5342526435852,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9287694580161344,0.9111372560137212,0.18623060622773047,0.9212578111563378,0.9012366450744512,0.976893862076534,0.934484717645722,0.917171833251932,NA,0.9382788619797788,0.8969935375105367,0.9284662460540092,6.0
391.8867630958557,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9341892966708328,0.9179126688303406,0.17415075864511215,0.9279471602957191,0.9080928745688568,0.9796082493891559,0.7503011021474832,0.6027189240002893,NA,0.8450775626077258,0.468389997190222,0.7050458188927073,7.0
365.1085846424103,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9385126690148848,0.9233178169348384,0.1627733738042999,0.9332559904896948,0.9135890748997504,0.9821970490499248,0.9408249062606522,0.9257612042422168,NA,0.9395289624443031,0.9123911211014331,0.936260421290892,8.0
369.7556176185608,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9433984774457448,0.9293579607898748,0.15182212935992362,0.9400829113651686,0.9188749614424722,0.9843235830298585,0.8637654811953187,0.8047422076018631,NA,0.9570808800743724,0.6942399550435515,0.8365514922108257,9.0
406.4990456104279,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9465174411998636,0.933406901235092,0.14419089782415445,0.9419222203186568,0.925044165895516,0.985777896105526,0.9011475968639928,0.8861375772170453,NA,0.8293889950512029,0.951222253441978,0.9091860981059566,10.0
396.7098507881165,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.949522781502102,0.9371191586635432,0.13672931231757265,0.9461251554082056,0.928282998233364,0.9871557380020091,0.8837859334166572,0.8684873733477344,NA,0.8006258593712958,0.9489182354593988,0.8942416434832285,11.0
382.26791048049927,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9523292807635496,0.9407092840033068,0.12986236795954048,0.948220110824632,0.9333165082302796,0.988364131844264,0.8692421315759573,0.8124877794433943,NA,0.9670312621208595,0.7005338578252318,0.8421593363906776,12.0
379.77044773101807,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9542949664810816,0.9431436708905491,0.12397926922799946,0.9508514428215176,0.9355598553041138,0.9893940264672516,0.939779570503352,0.9276786201626548,NA,0.9017880829840292,0.9550997471199776,0.942238923540912,13.0
392.2199068069458,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9561583910919214,0.9455025670360092,0.1188457254728002,0.95250494443733,0.9386023947730012,0.9901824483274436,0.9548914896034542,0.9435293448266052,NA,0.9554620880387186,0.9318909806125316,0.9511992102604818,14.0
378.08397150039673,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9580274968753549,0.9478182254806404,0.11415747667074122,0.9549814972957588,0.9407616163315669,0.9909194859520102,0.9607544597204865,0.9510307085944368,NA,0.9598214285714286,0.9423995504355156,0.9578079400403444,15.0
425.9952502250672,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9605442563345076,0.9509828139887778,0.10981319418360924,0.9574634395918308,0.9445893272762962,0.9915326356755988,0.9234632428133168,0.8974234025705061,NA,0.9796529024536206,0.8279291935937061,0.9081271301810576,16.0
389.80980920791626,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9619418247926372,0.9527183924676921,0.10563505405953574,0.9592245704296414,0.9462998794200947,0.99214658167405,0.954823315532326,0.942236169223617,NA,0.9755129053606882,0.9111548187693173,0.947813197251885,17.0
369.5315933227539,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9632882626974208,0.9544326291146024,0.10109880937492152,0.9600652574833308,0.9488657076357926,0.99289512055561,0.9634359731848654,0.9542026015427092,NA,0.966778175106702,0.94194998595111,0.9599868205222928,18.0
381.9426155090332,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9646290194296104,0.9560726431202109,0.0979540790604429,0.962250752712606,0.9499733602534982,0.9931981097030412,0.9470514714237018,0.9348834609580235,NA,0.9298938121976984,0.939926945771284,0.9459077689558444,19.0
405.464781999588,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9661913418929668,0.9580487117126644,0.09421279734067653,0.9634071994669162,0.952749502257368,0.9937513277575334,0.96114077945688,0.9521945764607213,NA,0.9474269819193324,0.957010396178702,0.9604777276582176,20.0
383.6674251556397,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9666969662538348,0.9586746563271059,0.09261504096014908,0.964071007259528,0.9533383808642496,0.9939557995183534,0.9628224065447109,0.9543246412418336,NA,0.948288298285524,0.9604383253722956,0.9624396892027446,21.0
390.1185188293457,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9678900124985798,0.9601556551899164,0.0893698750236687,0.9655465759251384,0.9548245983006646,0.9943454985255392,0.9668219520509032,0.9593835197240304,NA,0.949975207977522,0.9689800505760044,0.9671683923234848,22.0
379.52367520332336,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9687137825247132,0.9611835937775336,0.08741395790567995,0.9664356281271704,0.9559883345952159,0.9946265706961598,0.9671173730257924,0.9598089048134878,NA,0.9489235500878734,0.9709468951952795,0.9677321274908104,23.0
377.4800879955292,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9699806840131804,0.9627640832663876,0.08435281256547962,0.9677972345007368,0.9577830122542834,0.9949419410740328,0.9693671173730258,0.9622852666330928,NA,0.9582102858416448,0.9663950547906716,0.9688900111801506,24.0
380.31501030921936,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9699863651857744,0.9627724418825884,0.08265628580348104,0.9677711824788564,0.9578250750119178,0.9951757569563076,0.9704579025110784,0.9635036496350364,NA,0.9626928471248248,0.9643158190502952,0.96947191181435,25.0
365.68720841407776,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9714691512328144,0.9646118721461188,0.08013222189648707,0.9696132596685084,0.9596618154286196,0.9954409987112568,0.9700943074650608,0.96271320904403,NA,0.9708554774558548,0.9547063781961224,0.9676240780717352,26.0
397.069192647934,full data,HCDEX-69,DenseNet,DenseNet121,not normalized,Adam,not pretrained,0.9710885126690147,0.9641622242096888,0.08025343712411229,0.968547942104444,0.9598160455399456,0.9954766801548128,0.9729576184524484,0.9663708811394336,NA,0.9719743050423512,0.9608316942961506,0.971011039822627,27.0
